date,Chocolate,Agua,Leche,Yogur,Canasta,Combo_x,Fideos,Pack De Aguas,Combo_y,Atún,Combo_x,Combo_y,Combo_x,Combo_y,Huevos,Leche Polvo,Combo,Jugo,Helado,Pan,Mermelada,Cereales
2019-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-04,2.0,6.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
2019-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-07,8.0,4.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0
2019-10-08,2.0,11.0,0.0,4.0,3.0,0.0,2.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,7.0,3.0,0.0,0.0
2019-10-09,4.0,10.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2019-10-10,0.0,8.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,12.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
2019-10-11,0.0,7.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2019-10-12,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0
2019-10-13,0.0,7.0,5.0,2.0,5.0,0.0,7.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2019-10-14,0.0,2.0,0.0,4.0,8.0,2.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0
2019-10-15,0.0,9.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
2019-10-16,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0
2019-10-17,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-18,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,2.0,0.0,2.0
2019-10-19,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
2019-10-20,3.0,6.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0
2019-10-21,0.0,2.0,5.0,2.0,5.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0
2019-10-22,8.0,5.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
2019-10-23,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
2019-10-24,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,15.0,5.0,3.0,0.0,2.0,2.0,6.0,0.0
2019-10-25,0.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2019-10-26,0.0,6.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,6.0,4.0,2.0,0.0
2019-10-27,3.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0
2019-10-28,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0
2019-10-29,0.0,20.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0
2019-10-30,2.0,4.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
2019-10-31,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,11.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0
2019-11-01,0.0,10.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0
2019-11-02,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
2019-11-03,0.0,5.0,7.0,3.0,5.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2019-11-04,0.0,6.0,6.0,0.0,2.0,0.0,3.0,0.0,2.0,15.0,3.0,3.0,3.0,2.0,15.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0
2019-11-05,0.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
2019-11-06,0.0,5.0,5.0,1.0,11.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,3.0,0.0,6.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0
2019-11-07,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2019-11-08,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2019-11-09,0.0,7.0,6.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,21.0,0.0,2.0,4.0,2.0,6.0,3.0,0.0
2019-11-10,0.0,5.0,3.0,0.0,2.0,0.0,3.0,0.0,3.0,4.0,0.0,2.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0
2019-11-11,0.0,3.0,5.0,3.0,5.0,3.0,8.0,3.0,0.0,11.0,4.0,6.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0,11.0,0.0,0.0
2019-11-12,3.0,6.0,6.0,3.0,5.0,9.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,6.0,7.0,3.0,4.0,2.0,5.0,3.0,3.0
2019-11-13,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-14,0.0,5.0,5.0,3.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
2019-11-15,3.0,7.0,7.0,6.0,2.0,3.0,6.0,0.0,0.0,15.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,5.0,3.0,3.0,3.0
2019-11-16,0.0,2.0,2.0,5.0,3.0,0.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2019-11-17,2.0,0.0,4.0,2.0,0.0,0.0,2.0,3.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-18,2.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0
2019-11-19,16.0,39.0,26.0,8.0,8.0,10.0,15.0,24.0,9.0,27.0,3.0,4.0,16.0,0.0,21.0,15.0,6.0,10.0,12.0,12.0,10.0,12.0
2019-11-20,5.0,24.0,2.0,6.0,0.0,3.0,0.0,9.0,2.0,12.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0
2019-11-21,16.0,29.0,5.0,2.0,16.0,10.0,0.0,14.0,3.0,42.0,0.0,6.0,7.0,2.0,9.0,4.0,3.0,0.0,2.0,3.0,9.0,4.0
2019-11-22,3.0,76.0,9.0,10.0,0.0,0.0,45.0,19.0,17.0,19.0,0.0,0.0,22.0,0.0,25.0,15.0,0.0,0.0,3.0,2.0,6.0,0.0
2019-11-23,3.0,9.0,3.0,4.0,0.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-11-24,23.0,27.0,6.0,10.0,7.0,11.0,17.0,16.0,0.0,15.0,3.0,3.0,5.0,0.0,3.0,4.0,9.0,1.0,0.0,3.0,0.0,2.0
2019-11-25,639.0,831.0,427.0,173.0,398.0,109.0,502.0,235.0,93.0,204.0,102.0,101.0,271.0,60.0,210.0,229.0,281.0,155.0,150.0,132.0,101.0,109.0
2019-11-26,521.0,745.0,413.0,274.0,468.0,75.0,328.0,207.0,104.0,301.0,123.0,62.0,213.0,89.0,264.0,180.0,77.0,200.0,122.0,150.0,235.0,214.0
2019-11-27,555.0,555.0,364.0,307.0,459.0,206.0,202.0,100.0,83.0,148.0,119.0,65.0,273.0,100.0,148.0,82.0,54.0,125.0,106.0,74.0,172.0,118.0
2019-11-28,586.0,561.0,416.0,305.0,490.0,244.0,287.0,122.0,68.0,176.0,139.0,63.0,209.0,73.0,178.0,146.0,57.0,181.0,167.0,174.0,131.0,214.0
2019-11-29,415.0,422.0,291.0,210.0,351.0,128.0,260.0,90.0,98.0,108.0,71.0,42.0,105.0,54.0,121.0,78.0,43.0,99.0,78.0,42.0,179.0,69.0
2019-11-30,312.0,315.0,292.0,199.0,230.0,88.0,150.0,64.0,72.0,61.0,71.0,36.0,109.0,32.0,159.0,85.0,35.0,49.0,51.0,58.0,100.0,49.0
2019-12-01,367.0,316.0,284.0,191.0,278.0,132.0,175.0,61.0,76.0,109.0,81.0,40.0,158.0,38.0,106.0,51.0,57.0,76.0,83.0,63.0,78.0,54.0
2019-12-02,51.0,77.0,40.0,45.0,43.0,19.0,50.0,7.0,18.0,28.0,11.0,9.0,22.0,4.0,27.0,7.0,7.0,24.0,13.0,11.0,23.0,12.0
2019-12-03,119.0,132.0,72.0,86.0,111.0,47.0,79.0,23.0,18.0,33.0,17.0,22.0,43.0,14.0,75.0,54.0,16.0,67.0,46.0,69.0,37.0,39.0
2019-12-04,81.0,191.0,142.0,121.0,104.0,36.0,171.0,19.0,31.0,23.0,20.0,10.0,27.0,10.0,77.0,65.0,38.0,51.0,49.0,67.0,48.0,10.0
2019-12-05,138.0,206.0,132.0,129.0,158.0,66.0,99.0,26.0,43.0,56.0,19.0,29.0,45.0,41.0,61.0,36.0,22.0,35.0,63.0,79.0,55.0,21.0
2019-12-06,16.0,63.0,28.0,29.0,25.0,15.0,18.0,8.0,2.0,14.0,2.0,6.0,6.0,6.0,16.0,10.0,1.0,13.0,18.0,15.0,12.0,6.0
2019-12-07,46.0,52.0,34.0,23.0,16.0,4.0,25.0,7.0,0.0,20.0,3.0,3.0,8.0,2.0,25.0,8.0,1.0,7.0,14.0,12.0,15.0,9.0
2019-12-08,98.0,105.0,63.0,87.0,61.0,37.0,45.0,29.0,18.0,37.0,19.0,12.0,12.0,10.0,28.0,19.0,19.0,31.0,37.0,37.0,13.0,13.0
2019-12-09,44.0,55.0,37.0,33.0,36.0,27.0,23.0,10.0,9.0,26.0,12.0,12.0,16.0,6.0,23.0,6.0,7.0,30.0,17.0,20.0,26.0,15.0
2019-12-10,,,,,,,,,,,,,,,,,,,,,,
